Angle,Posit-sin,MPFR-sin,Error,Posit-cos,MPFR-cos,Error,Posit-tan,MPFR-tan,Error,Float-sin,Mathlib-sin,Error,Float-cos,Mathlib-cos,Error,Float-tan,Mathlib-tan,Error
0,-0.0000000012576322205859469249844551086425781250000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,inf,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-0.0000000012576322205859469249844551086425781250000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,inf,-0.0000000019647908336435572739202130073538077326134043687488883733749389648437500000000000000000000000,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0000000019647907745223847086890600621700286865234375000000000000000000000000000000000000000000000000,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-0.0000000019647908336435572739202130073538077326134043687488883733749389648437500000000000000000000000,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0000000019647907745223847086890600621700286865234375000000000000000000000000000000000000000000000000
1,0.0174524050671607255935668945312500000000000000000000000000000000000000000000000000000000000000000000,0.0174524064372835116532023391755501506850123405456542968750000000000000000000000000000000000000000000,0.0000000785062387731266406624633250391220862240970745915547013282775878906250000000000000000000000000,0.9998476952314376831054687500000000000000000000000000000000000000000000000000000000000000000000000000,0.9998476951563912695775115935248322784900665283203125000000000000000000000000000000000000000000000000,-0.0000000000750578756213191960760578109140936809567934417941614810843020677566528320312500000000000000,0.0174550635274499654769897460937500000000000000000000000000000000000000000000000000000000000000000000,0.0174550649282175854293264194438961567357182502746582031250000000000000000000000000000000000000000000,0.0000000802499232030197213709222505903517763670151907717809081077575683593750000000000000000000000000,0.0174524045002264482917553323204629123210906982421875000000000000000000000000000000000000000000000000,0.5403023058681397650104827334871515631675720214843750000000000000000000000000000000000000000000000000,0.9676988154396555241731903151958249509334564208984375000000000000000000000000000000000000000000000000,0.9998476951902028897478658109321258962154388427734375000000000000000000000000000000000000000000000000,0.5403023058681397650104827334871515631675720214843750000000000000000000000000000000000000000000000000,-0.8505338295450745045300777746888343244791030883789062500000000000000000000000000000000000000000000000,0.0174550629902751781863390334592622821219265460968017578125000000000000000000000000000000000000000000,0.5403023058681397650104827334871515631675720214843750000000000000000000000000000000000000000000000000,0.9676938950644879966489497746806591749191284179687500000000000000000000000000000000000000000000000000
2,0.0348994960077106952667236328125000000000000000000000000000000000000000000000000000000000000000000000,0.0348994967025009691918846499447681708261370658874511718750000000000000000000000000000000000000000000,0.0000000199083179254017793326011630423988396643153464538045227527618408203125000000000000000000000000,0.9993908330798149108886718750000000000000000000000000000000000000000000000000000000000000000000000000,0.9993908270190957621181837566837202757596969604492187500000000000000000000000000000000000000000000000,-0.0000000060644134576853019973642035711416248267013884287734981626272201538085937500000000000000000000,0.0349207688122987747192382812500000000000000000000000000000000000000000000000000000000000000000000000,0.0349207694917477301510544407392444554716348648071289062500000000000000000000000000000000000000000000,0.0000000194568723736536812194742630810484484982225694693624973297119140625000000000000000000000000000,0.0348994947616980064064584610150632215663790702819824218750000000000000000000000000000000000000000000,-0.4161468365471424069035322190757142379879951477050781250000000000000000000000000000000000000000000000,1.0838634147775012550596329674590378999710083007812500000000000000000000000000000000000000000000000000,0.9993908270868706589240559878817293792963027954101562500000000000000000000000000000000000000000000000,-0.4161468365471424069035322190757142379879951477050781250000000000000000000000000000000000000000000000,3.4015341204537947739083847409347072243690490722656250000000000000000000000000000000000000000000000000,0.0349207675473935663656988026559702120721340179443359375000000000000000000000000000000000000000000000,-0.4161468365471424069035322190757142379879951477050781250000000000000000000000000000000000000000000000,1.0839145332381676656297031513531692326068878173828125000000000000000000000000000000000000000000000000
3,0.0523359542712569236755371093750000000000000000000000000000000000000000000000000000000000000000000000,0.0523359562429438276986992661932163173332810401916503906250000000000000000000000000000000000000000000,0.0000000376736577726013665484160772116417614796546331490390002727508544921875000000000000000000000000,0.9986295402050018310546875000000000000000000000000000000000000000000000000000000000000000000000000000,0.9986295347545738332328824071737471967935562133789062500000000000000000000000000000000000000000000000,-0.0000000054579078300361261577146611257381481063788442043005488812923431396484375000000000000000000000,0.0524077769368886947631835937500000000000000000000000000000000000000000000000000000000000000000000000,0.0524077792830411962055059404974599601700901985168457031250000000000000000000000000000000000000000000,0.0000000447672566364364114881125786271631739055010257288813591003417968750000000000000000000000000000,0.0523359543139439511993948883628036128357052803039550781250000000000000000000000000000000000000000000,-0.9899924966004454152113112286315299570560455322265625000000000000000000000000000000000000000000000000,1.0528650009910796025991430724388919770717620849609375000000000000000000000000000000000000000000000000,0.9986295348556686324315023739472962915897369384765625000000000000000000000000000000000000000000000000,-0.9899924966004454152113112286315299570560455322265625000000000000000000000000000000000000000000000000,2.0087243471893798663074903743108734488487243652343750000000000000000000000000000000000000000000000000,0.0524077773460886464640395843161968514323234558105468750000000000000000000000000000000000000000000000,-0.9899924966004454152113112286315299570560455322265625000000000000000000000000000000000000000000000000,1.0529375500582607294575154810445383191108703613281250000000000000000000000000000000000000000000000000
4,0.0697564724832773208618164062500000000000000000000000000000000000000000000000000000000000000000000000,0.0697564737441253024385900971537921577692031860351562500000000000000000000000000000000000000000000000,0.0000000180749959260052168438152284416983728299044287268770858645439147949218750000000000000000000000,0.9975640438497066497802734375000000000000000000000000000000000000000000000000000000000000000000000000,0.9975640502598241976528470331686548888683319091796875000000000000000000000000000000000000000000000000,0.0000000064257704517776007647435326515343578801520152410375885665416717529296875000000000000000000000,0.0699268109165132045745849609375000000000000000000000000000000000000000000000000000000000000000000000,0.0699268119435104140713121978478739038109779357910156250000000000000000000000000000000000000000000000,0.0000000146867443168545434642678198253543109252916565310442820191383361816406250000000000000000000000,0.0697564718217876383876685508766968268901109695434570312500000000000000000000000000000000000000000000,-0.6536436208636119404857822701160330325365066528320312500000000000000000000000000000000000000000000000,1.1067194256858554624045609671156853437423706054687500000000000000000000000000000000000000000000000000,0.9975640503942472259168994241917971521615982055664062500000000000000000000000000000000000000000000000,-0.6536436208636119404857822701160330325365066528320312500000000000000000000000000000000000000000000000,2.5261589321046815648230676742969080805778503417968750000000000000000000000000000000000000000000000000,0.0699268100070558756842231673545029480010271072387695312500000000000000000000000000000000000000000000,-0.6536436208636119404857822701160330325365066528320312500000000000000000000000000000000000000000000000,1.1069800236322457909210470461403019726276397705078125000000000000000000000000000000000000000000000000
5,0.0871557407081127166748046875000000000000000000000000000000000000000000000000000000000000000000000000,0.0871557427476581658698506771543179638683795928955078125000000000000000000000000000000000000000000000,0.0000000234011596672796484848111739232937034138615217671031132340431213378906250000000000000000000000,0.9961947053670883178710937500000000000000000000000000000000000000000000000000000000000000000000000000,0.9961946980917455451987052583717741072177886962890625000000000000000000000000000000000000000000000000,-0.0000000073031334126566240023448126083855519441456749518692959100008010864257812500000000000000000000,0.0874886610545217990875244140625000000000000000000000000000000000000000000000000000000000000000000000,0.0874886635259240069695252373094263020902872085571289062500000000000000000000000000000000000000000000,0.0000000282482564203369350567901735569315002649659618327859789133071899414062500000000000000000000000,0.0871557402354511123743208145242533646523952484130859375000000000000000000000000000000000000000000000,0.2836621854632262462736491670511895790696144104003906250000000000000000000000000000000000000000000000,0.6927481183537947950767943439132068306207656860351562500000000000000000000000000000000000000000000000,0.9961946983115355092053277985542081296443939208984375000000000000000000000000000000000000000000000000,0.2836621854632262462736491670511895790696144104003906250000000000000000000000000000000000000000000000,-2.5119051793411548700873936468269675970077514648437500000000000000000000000000000000000000000000000000,0.0874886609848181395765465140357264317572116851806640625000000000000000000000000000000000000000000000,0.2836621854632262462736491670511895790696144104003906250000000000000000000000000000000000000000000000,0.6915744661490662581471156045154202729463577270507812500000000000000000000000000000000000000000000000
6,0.1045284625142812728881835937500000000000000000000000000000000000000000000000000000000000000000000000,0.1045284632676534569695192544713790994137525558471679687500000000000000000000000000000000000000000000,0.0000000072073401473644508814967236975165126855458197496773209422826766967773437500000000000000000000,0.9945218935608863830566406250000000000000000000000000000000000000000000000000000000000000000000000000,0.9945218953682732898613494398887269198894500732421875000000000000000000000000000000000000000000000000,0.0000000018173425474026543641314083077017982326140099758049473166465759277343750000000000000000000000,0.1051042345352470874786376953125000000000000000000000000000000000000000000000000000000000000000000000,0.1051042352656764572449432648681977298110723495483398437500000000000000000000000000000000000000000000,0.0000000069495711983655523116813919597828386187643445737194269895553588867187500000000000000000000000,0.1045284607561709488976475768140517175197601318359375000000000000000000000000000000000000000000000000,0.9601702866503659672403614422364626079797744750976562500000000000000000000000000000000000000000000000,0.8911354973076419661026648100232705473899841308593750000000000000000000000000000000000000000000000000,0.9945218956322408043746463590650819242000579833984375000000000000000000000000000000000000000000000000,0.9601702866503659672403614422364626079797744750976562500000000000000000000000000000000000000000000000,-0.0357765799040848098133693611089256592094898223876953125000000000000000000000000000000000000000000000,0.1051042327124630665347027047573646996170282363891601562500000000000000000000000000000000000000000000,0.9601702866503659672403614422364626079797744750976562500000000000000000000000000000000000000000000000,0.8905358412213234542420536854478996247053146362304687500000000000000000000000000000000000000000000000
7,0.1218693414703011512756347656250000000000000000000000000000000000000000000000000000000000000000000000,0.1218693434051474761004030256117403041571378707885742187500000000000000000000000000000000000000000000,0.0000000158763990776572155727891288773054312422061684628715738654136657714843750000000000000000000000,0.9925461560487747192382812500000000000000000000000000000000000000000000000000000000000000000000000000,0.9925461516413219831278524907247629016637802124023437500000000000000000000000000000000000000000000000,-0.0000000044405518848076916287621235571950878417979424739314708858728408813476562500000000000000000000,0.1227845582179725170135498046875000000000000000000000000000000000000000000000000000000000000000000000,0.1227845609029045992333095682624843902885913848876953125000000000000000000000000000000000000000000000,0.0000000218670169588377344543285072352156728214822578593157231807708740234375000000000000000000000000,0.1218693409089160462066558920923853293061256408691406250000000000000000000000000000000000000000000000,0.7539022543433046008587439246184658259153366088867187500000000000000000000000000000000000000000000000,0.8383486185287085667994233517674729228019714355468750000000000000000000000000000000000000000000000000,0.9925461519478209204692120692925527691841125488281250000000000000000000000000000000000000000000000000,0.7539022543433046008587439246184658259153366088867187500000000000000000000000000000000000000000000000,-0.3165448786360108290871551162126706913113594055175781250000000000000000000000000000000000000000000000,0.1227845583500109388763732454208366107195615768432617187500000000000000000000000000000000000000000000,0.7539022543433046008587439246184658259153366088867187500000000000000000000000000000000000000000000000,0.8371346449189704941318268538452684879302978515625000000000000000000000000000000000000000000000000000
8,0.1391730997711420059204101562500000000000000000000000000000000000000000000000000000000000000000000000,0.1391731009600654378477457839835551567375659942626953125000000000000000000000000000000000000000000000,0.0000000085427674432379939903126864447595323337480976988445036113262176513671875000000000000000000000,0.9902680665254592895507812500000000000000000000000000000000000000000000000000000000000000000000000000,0.9902680687415703619791429446195252239704132080078125000000000000000000000000000000000000000000000000,0.0000000022378900176772529542210400893380295439527571943472139537334442138671875000000000000000000000,0.1405408335849642753601074218750000000000000000000000000000000000000000000000000000000000000000000000,0.1405408347023914539253297562027000822126865386962890625000000000000000000000000000000000000000000000,0.0000000079509074457879373973649662302870533281407006143126636743545532226562500000000000000000000000,0.1391730985024303979269433284571277908980846405029296875000000000000000000000000000000000000000000000,-0.1455000338086135380777363934612367302179336547851562500000000000000000000000000000000000000000000000,1.9565159186526006607209637877531349658966064453125000000000000000000000000000000000000000000000000000,0.9902680690869685165012015204411000013351440429687500000000000000000000000000000000000000000000000000,-0.1455000338086135380777363934612367302179336547851562500000000000000000000000000000000000000000000000,7.8059645291185146831480778928380459547042846679687500000000000000000000000000000000000000000000000000,0.1405408321715841957200154865859076380729675292968750000000000000000000000000000000000000000000000000,-0.1455000338086135380777363934612367302179336547851562500000000000000000000000000000000000000000000000,1.9659161478714668458422920593875460326671600341796875000000000000000000000000000000000000000000000000
9,0.1564344661310315132141113281250000000000000000000000000000000000000000000000000000000000000000000000,0.1564344650402308689596253543641068972647190093994140625000000000000000000000000000000000000000000000,-0.0000000069728921307163827430693665853939783305648347777605522423982620239257812500000000000000000000,0.9876883365213871002197265625000000000000000000000000000000000000000000000000000000000000000000000000,0.9876883405951377703502203075913712382316589355468750000000000000000000000000000000000000000000000000,0.0000000041245304409218141274933968265167805178350590722402557730674743652343750000000000000000000000,0.1583844423294067382812500000000000000000000000000000000000000000000000000000000000000000000000000000,0.1583844403245362741916579807366360910236835479736328125000000000000000000000000000000000000000000000,-0.0000000126582538449556232747260451493298560876610281411558389663696289062500000000000000000000000000,0.1564344626035958918386370442021870985627174377441406250000000000000000000000000000000000000000000000,-0.9111302618846769396654394768120255321264266967773437500000000000000000000000000000000000000000000000,1.1716927525598925807770456231082789599895477294921875000000000000000000000000000000000000000000000000,0.9876883409810631730962882102176081389188766479492187500000000000000000000000000000000000000000000000,-0.9111302618846769396654394768120255321264266967773437500000000000000000000000000000000000000000000000,2.0840253938421775536937730066711083054542541503906250000000000000000000000000000000000000000000000000,0.1583844377956418469910460089522530324757099151611328125000000000000000000000000000000000000000000000,-0.9111302618846769396654394768120255321264266967773437500000000000000000000000000000000000000000000000,1.1738329242495173510008044104324653744697570800781250000000000000000000000000000000000000000000000000
